PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25680339","Effect of Endometriosis on the Prognosis of Ovarian Clear Cell Carcinoma: A Two-Center Cohort Study and Meta-analysis","Kim HS, Kim MA, Lee M, Suh DH, Kim K, No JH, Chung HH, Kim YB, Song YS.","Ann Surg Oncol. 2015 Aug;22(8):2738-45. doi: 10.1245/s10434-014-4319-9. Epub 2015 Feb 14.","Kim HS","Ann Surg Oncol","2015","2015/02/15","","","10.1245/s10434-014-4319-9"
"34358386","Diagnostic accuracy of transvaginal sonography for detecting parametrial involvement in women with deep endometriosis: systematic review and meta-analysis","Guerriero S, Martinez L, Gomez I, Pascual MA, Ajossa S, Pagliuca M, Alcázar JL.","Ultrasound Obstet Gynecol. 2021 Nov;58(5):669-676. doi: 10.1002/uog.23754.","Guerriero S","Ultrasound Obstet Gynecol","2021","2021/08/06","PMC8597587","","10.1002/uog.23754"
"32083336","Current Status of Transvaginal Ultrasound Accuracy in the Diagnosis of Deep Infiltrating Endometriosis Before Surgery: A Systematic Review of the Literature","Deslandes A, Parange N, Childs JT, Osborne B, Bezak E.","J Ultrasound Med. 2020 Aug;39(8):1477-1490. doi: 10.1002/jum.15246. Epub 2020 Feb 21.","Deslandes A","J Ultrasound Med","2020","2020/02/22","","","10.1002/jum.15246"
"16235379","Non-steroidal anti-inflammatory drugs for pain in women with endometriosis","Allen C, Hopewell S, Prentice A.","Cochrane Database Syst Rev. 2005 Oct 19;(4):CD004753. doi: 10.1002/14651858.CD004753.pub2.","Allen C","Cochrane Database Syst Rev","2005","2005/10/20","","","10.1002/14651858.CD004753.pub2"
"37763762","The Efficiency of Sclerotherapy for the Management of Endometrioma: A Systematic Review and Meta-Analysis of Clinical and Fertility Outcomes","Ronsini C, Iavarone I, Braca E, Vastarella MG, De Franciscis P, Torella M.","Medicina (Kaunas). 2023 Sep 11;59(9):1643. doi: 10.3390/medicina59091643.","Ronsini C","Medicina (Kaunas)","2023","2023/09/28","PMC10535205","","10.3390/medicina59091643"
"39096881","The short- and mid-term efficacy and safety of elagolix in the management of pain associated with endometriosis: A systematic review and meta-analysis","Zhang Y, Wei W, Chang E, Leng YE, Hou Y, Wei X, Yue X, Zhong L, Liu JF.","J Gynecol Obstet Hum Reprod. 2024 Nov;53(9):102829. doi: 10.1016/j.jogoh.2024.102829. Epub 2024 Aug 2.","Zhang Y","J Gynecol Obstet Hum Reprod","2024","2024/08/03","","","10.1016/j.jogoh.2024.102829"
"38134610","The effect of surgery or medication on pain and quality of life in women with endometrioma. A systematic review and meta-analysis","Keukens A, Veth VB, Regis M, Mijatovic V, Bongers MY, Coppus SFPJ, Maas JWM.","Eur J Obstet Gynecol Reprod Biol. 2024 Feb;293:95-105. doi: 10.1016/j.ejogrb.2023.12.012. Epub 2023 Dec 12.","Keukens A","Eur J Obstet Gynecol Reprod Biol","2024","2023/12/22","","","10.1016/j.ejogrb.2023.12.012"
"29303059","Association Between Endometriosis and Preterm Birth in Women With Spontaneous Conception or Using Assisted Reproductive Technology: A Systematic Review and Meta-Analysis of Cohort Studies","Pérez-López FR, Villagrasa-Boli P, Muñoz-Olarte M, Morera-Grau Á, Cruz-Andrés P, Hernandez AV; Health Outcomes and Systematic Analyses (HOUSSAY) Project.","Reprod Sci. 2018 Mar;25(3):311-319. doi: 10.1177/1933719117749760. Epub 2018 Jan 5.","Pérez-López FR","Reprod Sci","2018","2018/01/06","","","10.1177/1933719117749760"
"31767378","Can Enhanced Techniques Improve the Diagnostic Accuracy of Transvaginal Sonography and Magnetic Resonance Imaging for Rectosigmoid Endometriosis? A Systematic Review and Meta-analysis","Pereira AMG, Brizon VSC, Carvas Junior N, de Carvalho MSR, Cuvero EM, Buehler AM, Pereira TDV, Lopes RGC.","J Obstet Gynaecol Can. 2020 Apr;42(4):488-499.e4. doi: 10.1016/j.jogc.2019.07.016. Epub 2019 Nov 23.","Pereira AMG","J Obstet Gynaecol Can","2020","2019/11/27","","","10.1016/j.jogc.2019.07.016"
"35971323","Current status and challenges of drug development for hormonal treatment of endometriosis: a systematic review of randomized control trials","Zajec V, Mikuš M, Vitale SG, D'alterio MN, Gregov M, Šarić MJ, Carugno J, Angioni S, Ćorić M.","Gynecol Endocrinol. 2022 Sep;38(9):713-720. doi: 10.1080/09513590.2022.2109145. Epub 2022 Aug 15.","Zajec V","Gynecol Endocrinol","2022","2022/08/16","","","10.1080/09513590.2022.2109145"
"38168857","Impact of Endometriosis Surgery on In Vitro Fertilization/Intracytoplasmic Sperm Injection Outcomes: a Systematic Review and Meta-analysis","Bourdon M, Peigné M, Maignien C, de Villardi de Montlaur D, Solignac C, Darné B, Languille S, Bendifallah S, Santulli P.","Reprod Sci. 2024 Jun;31(6):1431-1455. doi: 10.1007/s43032-023-01421-7. Epub 2024 Jan 2.","Bourdon M","Reprod Sci","2024","2024/01/03","","","10.1007/s43032-023-01421-7"
"30717864","Live Birth Rate after Surgical and Expectant Management of Endometriomas after In Vitro Fertilization: A Systematic Review, Meta-Analysis, and Critical Appraisal of Current Guidelines and Previous Meta-Analyses","Wu CQ, Albert A, Alfaraj S, Taskin O, Alkusayer GM, Havelock J, Yong P, Allaire C, Bedaiwy MA.","J Minim Invasive Gynecol. 2019 Feb;26(2):299-311.e3. doi: 10.1016/j.jmig.2018.08.029. Epub 2018 Oct 27.","Wu CQ","J Minim Invasive Gynecol","2019","2019/02/06","","","10.1016/j.jmig.2018.08.029"
"36175684","Laser vaporization compared with other surgical techniques in women with ovarian endometrioma: a systematic review and meta-analysis","Adamyan L, Kasyan V, Pivazyan L, Isaeva S, Avetisyan J.","Arch Gynecol Obstet. 2023 Aug;308(2):413-425. doi: 10.1007/s00404-022-06799-4. Epub 2022 Sep 29.","Adamyan L","Arch Gynecol Obstet","2023","2022/09/29","","","10.1007/s00404-022-06799-4"
"12170527","Impact of six months of GnRH agonist therapy for endometriosis. Is there an age-related effect on bone mineral density?","Agarwal SK.","J Reprod Med. 2002 Jul;47(7):530-4.","Agarwal SK","J Reprod Med","2002","2002/08/13","","",""
"28114727","Nonsteroidal anti-inflammatory drugs for pain in women with endometriosis","Brown J, Crawford TJ, Allen C, Hopewell S, Prentice A.","Cochrane Database Syst Rev. 2017 Jan 23;1(1):CD004753. doi: 10.1002/14651858.CD004753.pub4.","Brown J","Cochrane Database Syst Rev","2017","2017/01/24","PMC6464974","","10.1002/14651858.CD004753.pub4"
"22377155","Effect of patient selection on estimate of reproductive success after surgery for rectovaginal endometriosis: literature review","Vercellini P, Barbara G, Buggio L, Frattaruolo MP, Somigliana E, Fedele L.","Reprod Biomed Online. 2012 Apr;24(4):389-95. doi: 10.1016/j.rbmo.2012.01.003. Epub 2012 Jan 24.","Vercellini P","Reprod Biomed Online","2012","2012/03/02","","","10.1016/j.rbmo.2012.01.003"
"38943813","The prevalence of endometriosis in unexplained infertility: a systematic review","Van Gestel H, Bafort C, Meuleman C, Tomassetti C, Vanhie A.","Reprod Biomed Online. 2024 Sep;49(3):103848. doi: 10.1016/j.rbmo.2024.103848. Epub 2024 Feb 2.","Van Gestel H","Reprod Biomed Online","2024","2024/06/29","","","10.1016/j.rbmo.2024.103848"
"22646295","Long-term adjuvant therapy for the prevention of postoperative endometrioma recurrence: a systematic review and meta-analysis","Vercellini P, DE Matteis S, Somigliana E, Buggio L, Frattaruolo MP, Fedele L.","Acta Obstet Gynecol Scand. 2013 Jan;92(1):8-16. doi: 10.1111/j.1600-0412.2012.01470.x. Epub 2012 Nov 1.","Vercellini P","Acta Obstet Gynecol Scand","2013","2012/06/01","","","10.1111/j.1600-0412.2012.01470.x"
"38417896","A systematic review of the mechanistic actions of microRNAs within integrated traditional Chinese medicine and western medical treatment for endometriosis","Li L, Zhang Y, Zhou J, Wang J, Wang L.","Drug Discov Ther. 2024 Mar 20;18(1):1-9. doi: 10.5582/ddt.2024.01004. Epub 2024 Feb 28.","Li L","Drug Discov Ther","2024","2024/02/28","","","10.5582/ddt.2024.01004"
"22975114","Surgical excision of endometriomas and ovarian reserve: a systematic review on serum antimüllerian hormone level modifications","Somigliana E, Berlanda N, Benaglia L, Viganò P, Vercellini P, Fedele L.","Fertil Steril. 2012 Dec;98(6):1531-8. doi: 10.1016/j.fertnstert.2012.08.009. Epub 2012 Sep 10.","Somigliana E","Fertil Steril","2012","2012/09/15","","","10.1016/j.fertnstert.2012.08.009"
"28339429","Comparing the Efficacy of Surgery and Medical Therapy for Pain Management in Endometriosis: A Systematic Review and Meta-analysis","Chaichian S, Kabir A, Mehdizadehkashi A, Rahmani K, Moghimi M, Moazzami B.","Pain Physician. 2017 Mar;20(3):185-195.","Chaichian S","Pain Physician","2017","2017/03/25","","",""
"33442929","Clear cell degeneration associated with endometriosis of abdominal wall after cesarean section: A case report and systematic review of literature","Ferrari F, Valenti G, Forte S, Ardighieri L, Iraci Sareri M, Barra F, Sartori E, Odicino F.","J Obstet Gynaecol Res. 2021 Apr;47(4):1243-1252. doi: 10.1111/jog.14635. Epub 2021 Jan 13.","Ferrari F","J Obstet Gynaecol Res","2021","2021/01/14","","","10.1111/jog.14635"
"34746993","Effects of ovarian endometrioma aspiration on in vitro fertilization-intracytoplasmic sperm injection and embryo transfer outcomes: a systematic review and meta-analysis","Gao X, Zhang Y, Xu X, Lu S, Yan L.","Arch Gynecol Obstet. 2022 Jul;306(1):17-28. doi: 10.1007/s00404-021-06278-2. Epub 2021 Nov 8.","Gao X","Arch Gynecol Obstet","2022","2021/11/08","","","10.1007/s00404-021-06278-2"
"24588662","A comparison of progestogens or oral contraceptives and gonadotropin-releasing hormone agonists for the treatment of endometriosis: a systematic review","Jeng CJ, Chuang L, Shen J.","Expert Opin Pharmacother. 2014 Apr;15(6):767-73. doi: 10.1517/14656566.2014.888414. Epub 2014 Mar 4.","Jeng CJ","Expert Opin Pharmacother","2014","2014/03/05","","","10.1517/14656566.2014.888414"
"18692796","The effect of surgical treatment for endometrioma on in vitro fertilization outcomes: a systematic review and meta-analysis","Tsoumpou I, Kyrgiou M, Gelbaya TA, Nardo LG.","Fertil Steril. 2009 Jul;92(1):75-87. doi: 10.1016/j.fertnstert.2008.05.049. Epub 2008 Aug 9.","Tsoumpou I","Fertil Steril","2009","2008/08/12","","","10.1016/j.fertnstert.2008.05.049"
"36847868","Conservative surgery versus colorectal resection for endometriosis with rectal involvement: a systematic review and meta-analysis of surgical and long-term outcomes","O'Brien L, Morarasu S, Morarasu BC, Neary PC, Musina AM, Velenciuc N, Roata CE, Dimofte MG, Lunca S, Raimondo D, Seracchioli R, Casadio P, Clancy C.","Int J Colorectal Dis. 2023 Feb 27;38(1):55. doi: 10.1007/s00384-023-04352-6.","O'Brien L","Int J Colorectal Dis","2023","2023/02/27","","","10.1007/s00384-023-04352-6"
"35744056","The Use of near Infra-Red Radiation Imaging after Injection of Indocyanine Green (NIR-ICG) during Laparoscopic Treatment of Benign Gynecologic Conditions: Towards Minimalized Surgery. A Systematic Review of Literature","Raffone A, Raimondo D, Oliviero A, Raspollini A, Travaglino A, Torella M, Riemma G, La Verde M, De Franciscis P, Casadio P, Seracchioli R, Mollo A.","Medicina (Kaunas). 2022 Jun 13;58(6):792. doi: 10.3390/medicina58060792.","Raffone A","Medicina (Kaunas)","2022","2022/06/24","PMC9231050","","10.3390/medicina58060792"
"23292545","Controlling the recurrence of pelvic endometriosis after a conservative operation: comparison between Chinese herbal medicine and western medicine","Zhao RH, Hao ZP, Zhang Y, Lian FM, Sun WW, Liu Y, Wang R, Long L, Cheng L, Ding YF, Song DR, Meng QW, Wang AM.","Chin J Integr Med. 2013 Nov;19(11):820-5. doi: 10.1007/s11655-012-1247-z. Epub 2012 Dec 22.","Zhao RH","Chin J Integr Med","2013","2013/01/08","","","10.1007/s11655-012-1247-z"
"30092363","Role of Ovarian Suspension in Preventing Postsurgical Ovarian Adhesions in Patients with Stage III-IV Pelvic Endometriosis: A Systematic Review","Giampaolino P, Della Corte L, Saccone G, Vitagliano A, Bifulco G, Calagna G, Carugno J, Di Spiezio Sardo A.","J Minim Invasive Gynecol. 2019 Jan;26(1):53-62. doi: 10.1016/j.jmig.2018.07.021. Epub 2018 Aug 6.","Giampaolino P","J Minim Invasive Gynecol","2019","2018/08/10","","","10.1016/j.jmig.2018.07.021"
"25085800","The effect of surgery for endometrioma on ovarian reserve evaluated by antral follicle count: a systematic review and meta-analysis","Muzii L, Di Tucci C, Di Feliciantonio M, Marchetti C, Perniola G, Panici PB.","Hum Reprod. 2014 Oct 10;29(10):2190-8. doi: 10.1093/humrep/deu199. Epub 2014 Aug 1.","Muzii L","Hum Reprod","2014","2014/08/03","","","10.1093/humrep/deu199"
"23543560","Anti-TNF-α treatment for pelvic pain associated with endometriosis","Lu D, Song H, Shi G.","Cochrane Database Syst Rev. 2013 Mar 28;2013(3):CD008088. doi: 10.1002/14651858.CD008088.pub3.","Lu D","Cochrane Database Syst Rev","2013","2013/04/02","PMC11366413","","10.1002/14651858.CD008088.pub3"
"17943735","Danazol for pelvic pain associated with endometriosis","Selak V, Farquhar C, Prentice A, Singla A.","Cochrane Database Syst Rev. 2007 Oct 17;2007(4):CD000068. doi: 10.1002/14651858.CD000068.pub2.","Selak V","Cochrane Database Syst Rev","2007","2007/10/19","PMC12740266","","10.1002/14651858.CD000068.pub2"
"29754435","Questionnaire-based evaluation of sexual life after laparoscopic surgery for endometriosis: a systematic review of prospective studies","Franck C, Poulsen MH, Karampas G, Giraldi A, Rudnicki M.","Acta Obstet Gynecol Scand. 2018 Sep;97(9):1091-1104. doi: 10.1111/aogs.13369. Epub 2018 May 29.","Franck C","Acta Obstet Gynecol Scand","2018","2018/05/14","","","10.1111/aogs.13369"
"38867640","The natural evolution of untreated deep endometriosis and the effect of hormonal suppression: A systematic literature review and meta-analysis","Bandini V, Giola F, Ambruoso D, Cipriani S, Chiaffarino F, Vercellini P.","Acta Obstet Gynecol Scand. 2024 Sep;103(9):1722-1735. doi: 10.1111/aogs.14887. Epub 2024 Jun 13.","Bandini V","Acta Obstet Gynecol Scand","2024","2024/06/13","PMC11324912","","10.1111/aogs.14887"
"27300002","The effects of surgery for endometriosis on pregnancy outcomes following in vitro fertilization and embryo transfer: a systematic review and meta-analysis","Rossi AC, Prefumo F.","Arch Gynecol Obstet. 2016 Sep;294(3):647-55. doi: 10.1007/s00404-016-4136-4. Epub 2016 Jun 14.","Rossi AC","Arch Gynecol Obstet","2016","2016/06/15","","","10.1007/s00404-016-4136-4"
"38176680","The Effects of Long-Term Dienogest Therapy on In Vitro Fertilization Outcomes in Women with Endometriosis: A Systematic Review and Meta-Analysis","Reiter A, Balayla J, Dahdouh EM, Awwad JT.","J Obstet Gynaecol Can. 2024 Apr;46(4):102339. doi: 10.1016/j.jogc.2023.102339. Epub 2024 Jan 2.","Reiter A","J Obstet Gynaecol Can","2024","2024/01/04","","","10.1016/j.jogc.2023.102339"
"20091519","Laparoscopic surgery for subfertility associated with endometriosis","Jacobson TZ, Duffy JM, Barlow D, Farquhar C, Koninckx PR, Olive D.","Cochrane Database Syst Rev. 2010 Jan 20;(1):CD001398. doi: 10.1002/14651858.CD001398.pub2.","Jacobson TZ","Cochrane Database Syst Rev","2010","2010/01/22","","","10.1002/14651858.CD001398.pub2"
"12519555","Laparoscopic surgery for subfertility associated with endometriosis","Jacobson TZ, Barlow DH, Koninckx PR, Olive D, Farquhar C.","Cochrane Database Syst Rev. 2002;(4):CD001398. doi: 10.1002/14651858.CD001398.","Jacobson TZ","Cochrane Database Syst Rev","2002","2003/01/10","","","10.1002/14651858.CD001398"
"37792527","The Diagnostic Accuracy of Transvaginal Ultrasound for Detection of Ureteral Involvement in Deep Infiltrating Endometriosis: A Systematic Review and Meta-Analysis","Chway C, Flórez S, Muñoz MD, Guerriero S, Alcázar JL.","J Ultrasound Med. 2024 Jan;43(1):7-19. doi: 10.1002/jum.16335. Epub 2023 Oct 4.","Chway C","J Ultrasound Med","2024","2023/10/04","","","10.1002/jum.16335"
"36434439","Evaluation of safety and effectiveness of gestrinone in the treatment of endometriosis: a systematic review and meta-analysis","de Souza Pinto LP, Ferrari G, Dos Santos IK, de Mello Roesler CR, de Mello Gindri I.","Arch Gynecol Obstet. 2023 Jan;307(1):21-37. doi: 10.1007/s00404-022-06846-0. Epub 2022 Nov 24.","de Souza Pinto LP","Arch Gynecol Obstet","2023","2022/11/26","","","10.1007/s00404-022-06846-0"
"38064608","Systematic Review and Meta-Analysis: Impact of Various Hemostasis Methods on Ovarian Reserve Function in Laparoscopic Cystectomy for Ovarian Endometriomas","Gao X, Jin Y, Zhang G.","Altern Ther Health Med. 2024 Aug;30(8):312-319.","Gao X","Altern Ther Health Med","2024","2023/12/08","","",""
"23440798","Levonorgestrel-releasing intrauterine device (LNG-IUD) for symptomatic endometriosis following surgery","Abou-Setta AM, Houston B, Al-Inany HG, Farquhar C.","Cochrane Database Syst Rev. 2013 Jan 31;(1):CD005072. doi: 10.1002/14651858.CD005072.pub3.","Abou-Setta AM","Cochrane Database Syst Rev","2013","2013/02/27","","","10.1002/14651858.CD005072.pub3"
"19707899","The effect of second-line surgery on reproductive performance of women with recurrent endometriosis: a systematic review","Vercellini P, Somigliana E, Viganò P, De Matteis S, Barbara G, Fedele L.","Acta Obstet Gynecol Scand. 2009;88(10):1074-82. doi: 10.1080/00016340903214973.","Vercellini P","Acta Obstet Gynecol Scand","2009","2009/08/27","","","10.1080/00016340903214973"
"17054236","Levonorgestrel-releasing intrauterine device (LNG-IUD) for symptomatic endometriosis following surgery","Abou-Setta AM, Al-Inany HG, Farquhar CM.","Cochrane Database Syst Rev. 2006 Oct 18;(4):CD005072. doi: 10.1002/14651858.CD005072.pub2.","Abou-Setta AM","Cochrane Database Syst Rev","2006","2006/10/21","","","10.1002/14651858.CD005072.pub2"
"17636631","WITHDRAWN: Gonadotrophin-releasing hormone analogues for pain associated with endometriosis","Prentice A, Deary AJ, Goldbeck-Wood S, Farquhar C, Smith SK.","Cochrane Database Syst Rev. 2007 Jul 18;1999(2):CD000346. doi: 10.1002/14651858.CD000346.pub2.","Prentice A","Cochrane Database Syst Rev","2007","2007/07/20","PMC10798419","","10.1002/14651858.CD000346.pub2"
"39607442","Scar endometriosis, a form of abdominal wall endometriosis-a neglected obstetrical complication?","Gruber TM, Lange K, Ebeling GS, Henrich W, Mechsner S.","Arch Gynecol Obstet. 2025 Jul;312(1):1-8. doi: 10.1007/s00404-024-07834-2. Epub 2024 Nov 28.","Gruber TM","Arch Gynecol Obstet","2025","2024/11/28","PMC12176990","","10.1007/s00404-024-07834-2"
"35675616","Effect of Postoperative Hormonal Suppression on Fertility in Patients With Endometriosis After Conservative Surgery: A Systematic Review and Meta-analysis","Richard E, Morin J, Murji A, Lemyre M, Laberge PY, Maheux-Lacroix S.","Obstet Gynecol. 2022 Jun 1;139(6):1169-1179. doi: 10.1097/AOG.0000000000004811. Epub 2022 May 2.","Richard E","Obstet Gynecol","2022","2022/06/08","","","10.1097/AOG.0000000000004811"
"38575880","Systematic review and meta-analysis on the effect of adjuvant gonadotropin-releasing hormone agonist (GnRH-a) on pregnancy outcomes in women with endometriosis following conservative surgery","Qing X, He L, Ma Y, Zhang Y, Zheng W.","BMC Pregnancy Childbirth. 2024 Apr 4;24(1):237. doi: 10.1186/s12884-024-06430-1.","Qing X","BMC Pregnancy Childbirth","2024","2024/04/04","PMC10993455","","10.1186/s12884-024-06430-1"
"25573183","Effect of hemostatic method on ovarian reserve following laparoscopic endometrioma excision; comparison of suture, hemostatic sealant, and bipolar dessication. A systematic review and meta-analysis","Ata B, Turkgeldi E, Seyhan A, Urman B.","J Minim Invasive Gynecol. 2015 Mar-Apr;22(3):363-72. doi: 10.1016/j.jmig.2014.12.168. Epub 2015 Jan 5.","Ata B","J Minim Invasive Gynecol","2015","2015/01/10","","","10.1016/j.jmig.2014.12.168"
"38115379","Assessing the role of robotic surgery versus laparoscopic surgery in patients with a diagnosis of endometriosis: A meta-analysis","Song Z, Li S, Luo M, Li H, Zhong H, Wei S.","Medicine (Baltimore). 2023 Dec 15;102(50):e33104. doi: 10.1097/MD.0000000000033104.","Song Z","Medicine (Baltimore)","2023","2023/12/20","PMC10727685","","10.1097/MD.0000000000033104"
"34928503","Levonorgestrel-releasing intrauterine device (LNG-IUD) for symptomatic endometriosis following surgery","Gibbons T, Georgiou EX, Cheong YC, Wise MR.","Cochrane Database Syst Rev. 2021 Dec 20;12(12):CD005072. doi: 10.1002/14651858.CD005072.pub4.","Gibbons T","Cochrane Database Syst Rev","2021","2021/12/20","PMC8686684","","10.1002/14651858.CD005072.pub4"
"14583930","Gonadotrophin-releasing hormone analogues for endometriosis: bone mineral density","Sagsveen M, Farmer JE, Prentice A, Breeze A.","Cochrane Database Syst Rev. 2003;2003(4):CD001297. doi: 10.1002/14651858.CD001297.","Sagsveen M","Cochrane Database Syst Rev","2003","2003/10/30","PMC7027701","","10.1002/14651858.CD001297"
"23751250","Laparoscopic ovarian cystectomy versus fenestration/coagulation or laser vaporization for the treatment of endometriomas: a meta-analysis of randomized controlled trials","Dan H, Limin F.","Gynecol Obstet Invest. 2013;76(2):75-82. doi: 10.1159/000351165. Epub 2013 Jun 6.","Dan H","Gynecol Obstet Invest","2013","2013/06/12","","","10.1159/000351165"
"19171333","Does endometrial integrin expression in endometriosis patients predict enhanced in vitro fertilization cycle outcomes after prolonged GnRH agonist therapy?","Surrey ES, Lietz AK, Gustofson RL, Minjarez DA, Schoolcraft WB.","Fertil Steril. 2010 Feb;93(2):646-51. doi: 10.1016/j.fertnstert.2008.12.023. Epub 2009 Jan 26.","Surrey ES","Fertil Steril","2010","2009/01/28","","","10.1016/j.fertnstert.2008.12.023"
"36409651","Ultrasound Characteristics and Scanning Techniques of Uterosacral Ligaments for the Diagnosis of Endometriosis: A Systematic Review","Maple S, Chalmers KJ, Bezak E, Henry K, Parange N.","J Ultrasound Med. 2023 Jun;42(6):1193-1209. doi: 10.1002/jum.16129. Epub 2022 Nov 21.","Maple S","J Ultrasound Med","2023","2022/11/21","","","10.1002/jum.16129"
"21069706","Interventions for women with endometrioma prior to assisted reproductive technology","Benschop L, Farquhar C, van der Poel N, Heineman MJ.","Cochrane Database Syst Rev. 2010 Nov 10;2010(11):CD008571. doi: 10.1002/14651858.CD008571.pub2.","Benschop L","Cochrane Database Syst Rev","2010","2010/11/12","PMC11608815","","10.1002/14651858.CD008571.pub2"
"36503998","Impact of the hemostatic approach after laparoscopic endometrioma excision on ovarian reserve: Systematic review and network meta-analysis of randomized controlled trials","Riemma G, De Franciscis P, La Verde M, Ravo M, Fumiento P, Fasulo DD, Della Corte L, Ronsini C, Torella M, Cobellis L.","Int J Gynaecol Obstet. 2023 Jul;162(1):222-232. doi: 10.1002/ijgo.14621. Epub 2022 Dec 26.","Riemma G","Int J Gynaecol Obstet","2023","2022/12/12","","","10.1002/ijgo.14621"
"10796483","Danazol for pelvic pain associated with endometriosis","Selak V, Farquhar C, Prentice A, Singla A.","Cochrane Database Syst Rev. 2000;(2):CD000068. doi: 10.1002/14651858.CD000068.","Selak V","Cochrane Database Syst Rev","2000","2000/05/05","","","10.1002/14651858.CD000068"
"25929256","Statins as Targeted ""Magical Pills"" for the Conservative Treatment of Endometriosis: May Potential Adverse Effects on Female Fertility Represent the ""Dark Side of the Same Coin""? A Systematic Review of Literature","Vitagliano A, Noventa M, Quaranta M, Gizzo S.","Reprod Sci. 2016 Apr;23(4):415-28. doi: 10.1177/1933719115584446. Epub 2015 Apr 29.","Vitagliano A","Reprod Sci","2016","2015/05/02","","","10.1177/1933719115584446"
"16437491","Long-term pituitary down-regulation before in vitro fertilization (IVF) for women with endometriosis","Sallam HN, Garcia-Velasco JA, Dias S, Arici A.","Cochrane Database Syst Rev. 2006 Jan 25;2006(1):CD004635. doi: 10.1002/14651858.CD004635.pub2.","Sallam HN","Cochrane Database Syst Rev","2006","2006/01/27","PMC8195082","","10.1002/14651858.CD004635.pub2"
"26695425","Urinary biomarkers for the non-invasive diagnosis of endometriosis","Liu E, Nisenblat V, Farquhar C, Fraser I, Bossuyt PM, Johnson N, Hull ML.","Cochrane Database Syst Rev. 2015 Dec 23;2015(12):CD012019. doi: 10.1002/14651858.CD012019.","Liu E","Cochrane Database Syst Rev","2015","2015/12/24","PMC7081124","","10.1002/14651858.CD012019"
"38699387","First-line surgery versus first-line assisted reproductive technology for women with deep infiltrating endometriosis: a systematic review and meta-analysis","Liang Y, Liu M, Zhang J, Mao Z.","Front Endocrinol (Lausanne). 2024 Apr 18;15:1352770. doi: 10.3389/fendo.2024.1352770. eCollection 2024.","Liang Y","Front Endocrinol (Lausanne)","2024","2024/05/03","PMC11063350","","10.3389/fendo.2024.1352770"
"28576692","Uteroabdominal Wall Fistula After Cesarean Section in a Patient With Prior Colorectal Resection for Endometriosis: A Case Report and Systematic Review","Chattot C, Aristizabal P, Bendifallah S, Daraï E.","J Minim Invasive Gynecol. 2017 Nov-Dec;24(7):1234-1238. doi: 10.1016/j.jmig.2017.05.013. Epub 2017 May 30.","Chattot C","J Minim Invasive Gynecol","2017","2017/06/04","","","10.1016/j.jmig.2017.05.013"
"10796731","Modern combined oral contraceptives for pain associated with endometriosis","Moore J, Kennedy S, Prentice A.","Cochrane Database Syst Rev. 2000;(2):CD001019. doi: 10.1002/14651858.CD001019.","Moore J","Cochrane Database Syst Rev","2000","2000/05/05","","","10.1002/14651858.CD001019"
"34923620","Surgical interventions for the management of chronic pelvic pain in women","Leonardi M, Armour M, Gibbons T, Cave A, As-Sanie S, Condous G, Cheong YC.","Cochrane Database Syst Rev. 2021 Dec 20;12(12):CD008212. doi: 10.1002/14651858.CD008212.pub2.","Leonardi M","Cochrane Database Syst Rev","2021","2021/12/19","PMC8684822","","10.1002/14651858.CD008212.pub2"
"38062181","Robot-assisted laparoscopy does not have demonstrable advantages over conventional laparoscopy in endometriosis surgery: a systematic review and meta-analysis","Csirzó Á, Kovács DP, Szabó A, Fehérvári P, Jankó Á, Hegyi P, Nyirády P, Sipos Z, Sára L, Ács N, Szabó I, Valent S.","Surg Endosc. 2024 Feb;38(2):529-539. doi: 10.1007/s00464-023-10587-9. Epub 2023 Dec 7.","Csirzó Á","Surg Endosc","2024","2023/12/07","PMC10830624","","10.1007/s00464-023-10587-9"
"27405583","Combination of the non-invasive tests for the diagnosis of endometriosis","Nisenblat V, Prentice L, Bossuyt PM, Farquhar C, Hull ML, Johnson N.","Cochrane Database Syst Rev. 2016 Jul 13;7(7):CD012281. doi: 10.1002/14651858.CD012281.","Nisenblat V","Cochrane Database Syst Rev","2016","2016/07/14","PMC6953325","","10.1002/14651858.CD012281"
"17575287","Evolution of medical treatment for endometriosis: back to the roots?","Wieser F, Cohen M, Gaeddert A, Yu J, Burks-Wicks C, Berga SL, Taylor RN.","Hum Reprod Update. 2007 Sep-Oct;13(5):487-99. doi: 10.1093/humupd/dmm015. Epub 2007 Jun 16.","Wieser F","Hum Reprod Update","2007","2007/06/19","","","10.1093/humupd/dmm015"
"10796530","Gonadotrophin-releasing hormone analogues for pain associated with endometriosis","Prentice A, Deary AJ, Goldbeck-Wood S, Farquhar C, Smith SK.","Cochrane Database Syst Rev. 2000;(2):CD000346. doi: 10.1002/14651858.CD000346.","Prentice A","Cochrane Database Syst Rev","2000","2000/05/05","","","10.1002/14651858.CD000346"
"27094925","Endometrial biomarkers for the non-invasive diagnosis of endometriosis","Gupta D, Hull ML, Fraser I, Miller L, Bossuyt PM, Johnson N, Nisenblat V.","Cochrane Database Syst Rev. 2016 Apr 20;4(4):CD012165. doi: 10.1002/14651858.CD012165.","Gupta D","Cochrane Database Syst Rev","2016","2016/04/21","PMC6953323","","10.1002/14651858.CD012165"
